,PropertyID,Address ,Building Name,Suite,City,State,Postal Code,Market ,Sub Market Cluster,Sub Market,Micro Market,Property Type,Building Type,Building Sub Type,Building Sub Specialty,Building Class,Building Sub Class,Building Status,Space Type,Availability Type,Space Condition,Build Out Condition,Condition,Floors,Is Available,Is Vacant,Is Full Floor?,Is Full Building?,Is Divisibile?,View Space,Min Available s.f.,Max Available s.f.,Rent Low,Rent High,Rent Type,Sale Price,Floor Contig s.f.,Large Block (Bldg Contig) s.f.,Calculated Bldg Contig s.f.,Bldg Contig Rent,Operating Expenses p.s.f.,Taxes p.s.f.,Common Area Maintenance p.s.f.,Date on Market,Vacating Tenant Company,Date Vacant,New Tenant,Move In Date,Earliest Move In Timing,Earliest Move in Date,Minimum Lease Term Months,Maximum Lease Term Months,In Statistics?,Sublessor Company,Listing Broker Company,Amenities,Amenity Comments,Building Size,Building Primary Owner,Column Spacing Width,Column Spacing Depth,Building Location
2374,28906,3815 E Main St,St Charles Corporate Center,D,Saint Charles,Illinois,60174,Chicago,Suburban,Western East-West,,Office,Office,Office,,A,,Existing,Direct,For Lease,,Full Build-Out,Excellent,1st,Yes,Yes,No,No,No,,"4,750","4,750",$29.60,$30.60,NNN,,"4,750","4,750","4,750",$11.00,,,,10-11-2018,,,,,Vacant,,0.0,0.0,No,,,,,"54,504",Wickman Properties,,,
2375,541662,3890 Salem Lake Dr,1 Salem Lake,,Long Grove,Illinois,60047,Chicago,Suburban,North Lake County,,Office,Office,Office,,A,,Existing,Direct,For Lease,,,,LL,No,No,No,No,No,,"15,000","15,000",$27.97,$29.97,Modified Gross,,,,0,,,,,9-3-2019,,,,3-3-2020,,,,,No,,BREIS Barrington RE Investment Services LLC,,,"150,000",Asset Recovery Fund | Joint Venture,,,
2377,209142,395 W Lake St,"Superior Air-Ground Ambulance Service, Inc.",,Elmhurst,Illinois,60126,Chicago,Suburban,Eastern East-West,,Office,Office,Office,,A,,Existing,Direct,For Lease,,,,2nd,Yes,No,Yes,No,No,,"25,000","25,000",$46.09,$47.09,Full Service Gross,,"25,000","50,000","50,000",$24.00,,,,5-15-2014,,,,,90 Days,,,,No,,,,,"100,000",Superior Ambulance Service,,,
2379,28926,4 Westbrook Corporate Ctr,Tower IV,700,Westchester,Illinois,60154,Chicago,Suburban,Eastern East-West,,Office,Office,Office,,A,,Existing,Direct,,,,,P 7,No,No,No,No,No,,,"20,763",$27.97,$28.97,Full Service Gross,,,"20,763","23,330",,,,,10-1-2017,,,,7-1-2018,Vacant,,,,Yes,,,,,"215,724",Group RMC,,,
2393,28929,40 Skokie Blvd,Boulevard 40,140,Northbrook,Illinois,60062,Chicago,Suburban,North Cook County,,Office,Office,Office,,A,,Existing,Direct,For Lease,,,,1st,No,No,No,No,No,,875,875,$27.82,$32.82,Full Service Gross,,875,875,"16,080",,,,,12-11-2018,,,,6-19-2019,Specific Date,6-19-2019,,,Yes,,NAI Hiffman,,,"106,850",Farbman Group,,,
2416,541974,400 E Randolph St,,,Chicago,Illinois,60601,Chicago,CBD,East Loop,,Office,Office,Condo,,A,,Existing,Direct,For Lease,,Shell Space,Excellent,2nd,Yes,Yes,No,No,No,,"10,000","10,000",$31.00,$34.00,NNN,,"10,000","10,000","10,000",,,,,5-20-2019,,,,,Vacant,,,,No,,@properties Commercial,,,"28,000",Denise Goring,,,
2417,5080,400 N Michigan Ave,Wrigley South Tower,N320,Chicago,Illinois,60611,Chicago,CBD,North Michigan Avenue,,Office,Office,Office,,A,,Existing,Direct,For Lease,,,,,No,No,No,No,No,,"3,617","3,617",$29.37,$30.37,Modified Gross,,,,"29,095",,,,,2-15-2019,,,,3-15-2019,,,,,Yes,,Zeller Realty Group,,,"161,262",Zeller Realty Group,,,
2429,28935,400 Skokie Blvd,The 400 Building,280,Northbrook,Illinois,60062,Chicago,Suburban,North Cook County,,Office,Office,Office,,A,,Existing,Direct,For Lease,,,,2nd,No,No,No,No,No,,"8,937","8,937",$0.00,$4.00,NNN,,"10,543","10,543","16,987",$16.50,,,,2-2-2017,,,,2-20-2019,TBD,,,,Yes,,Newmark Knight Frank,,,"195,326",Ameritus Corporate Real Estate Service,,,
2441,5110,401 S Wacker Dr,,,Chicago,Illinois,60607,Chicago,CBD,West Loop,Wacker West,Office,Office,Office,,A,,Proposed Long-Term,Direct,For Lease,,Shell Space,,6th,Yes,Yes,Yes,No,No,,"33,000","33,000",$31.74,$32.74,,,"33,000","858,000","858,000",$0.00,,,,5-7-2002,,,,,Vacant,,,,No,,,,,"863,000",DRI,,,
2467,140701,401 W Superior St,401 West Superior,,Chicago,Illinois,60654,Chicago,CBD,River North,,Office,Office,Creative,,A,,Existing,Direct,For Lease,,,,2nd,No,No,No,No,No,,"4,516","4,516",$34.69,$35.69,Modified Gross,,"4,516","4,516","4,489",$31.00,,,,5-4-2018,,,,4-1-2019,TBD,,0.0,0.0,Yes,,,,,"28,800",Sterling Bay,,,
2470,29508,405 Arbor Glen Blvd,Schaumburg Medical Center,1st Floor,Schaumburg,Illinois,60195,Chicago,Suburban,Northwest,Schaumburg,Office,Office,Office,,A,,Proposed Short-Term,Direct,For Lease,,Shell Space,,1st,Yes,No,No,No,No,,"15,000","15,000",$21.00,$23.00,,,"15,000","45,000","45,000",$0.00,,,,3-5-2018,,,,,Specific Date,9-1-2019,0.0,0.0,No,,,,,"45,000",HDA - SMC LLC,,,
2473,5127,405 N Wabash Ave,River Plaza,East Space,Chicago,Illinois,60611,Chicago,CBD,North Michigan Avenue,,Office,Office,Condo,,A,,Existing,Direct,For Lease,,Raw Space,,1st,No,No,No,No,No,,"5,301","5,301",$26.00,$28.00,NNN,,"5,301","5,301",0,$70.00,,,,3-2-2018,,,,,Vacant,,0.0,0.0,No,,,,,"543,600",Patricia Seckinger,,,
2478,5137,410 N Michigan Ave,Wrigley North Tower,SouthTower,Chicago,Illinois,60611,Chicago,CBD,North Michigan Avenue,,Office,Office,Office,,A,,Existing,Direct,For Lease,,,,1st,No,No,No,No,No,,"4,723","4,723",,$5.00,,,,,"29,095",,,,,1-7-2019,,,,2-7-2019,,,,,Yes,,Stone Real Estate,,,"311,377",Zeller Realty Group,,,
2494,335606,412 N Wells St,412 North Wells,,Chicago,Illinois,60654,Chicago,CBD,River North,,Office,Office,Creative,,A,,Existing,Direct,,,,,all,No,No,No,No,No,,,"50,000",$28.94,$32.94,Full Service Gross,,,"50,000",0,,,,,3-19-2018,,,,,TBD,4-1-2018,,,Yes,,,,,"50,000",UHNW Spanish Family Office,,,
2495,28959,4201 Winfield Rd,International,100,Warrenville,Illinois,60555,Chicago,Suburban,Western East-West,,Office,Office,Office,,A,,Existing,Direct,For Lease,,Partial Build-Out,,1st,No,Yes,Yes,No,No,,"30,436","30,436",-$0.02,$4.98,N,,"30,436","30,436",0,$17.75,,,,8-20-2013,,,,1-1-2020,Specific Date,1-1-2020,,,Yes,,JLL,,,"252,000",Barrington Venture,,,
2502,28964,4225 Naperville Rd,Central Park of Lisle I,180,Lisle,Illinois,60532,Chicago,Suburban,Western East-West,,Office,Office,Office,,A,,Existing,Direct,For Lease,,Partial Build-Out,,1st,Yes,No,No,No,No,,"3,876","3,876",$35.00,$36.00,Full Service Gross,,"3,876","3,876","26,902",$0.00,$7.92,$2.98,,10-25-2018,,2-1-2019,,,Specific Date,2-1-2019,0.0,0.0,Yes,,,,,"310,375",Fulcrum Asset Advisors,,,
2508,28968,425 N Martingale Rd,425 North Martingale,210,Schaumburg,Illinois,60173,Chicago,Suburban,Northwest,Schaumburg,Office,Office,Office,,A,,Existing,Direct,For Lease,,,,2nd,Yes,No,No,No,No,,"2,375","2,375",$26.92,$27.92,Full Service Gross,,"2,375","2,375","22,373",,,,,9-9-2019,,,,,Specific Date,4-1-2020,,,Yes,,CBRE,,,"437,641",New York Life Real Estate Investors,,,
2525,5206,425 S Financial Pl,425 S Financial Place,,Chicago,Illinois,60605,Chicago,CBD,Central Loop,,Office,Office,Mixed-Use,,A,,Existing,Direct,For Lease,,,,,No,No,No,No,No,,"6,714","6,714",$29.00,$32.00,NNN,,,"6,714","26,417",,,,,11-28-2018,,,,2-28-2019,Specific Date,,,,Yes,,JLL,,,"1,041,292",CIM Group,,,
2576,28978,4320 Winfield Rd,Cornerstone I at Cantera,200,Warrenville,Illinois,60555,Chicago,Suburban,Western East-West,,Office,Office,Office,,A,,Existing,Direct,For Lease,,Full Build-Out,,2nd,Yes,Yes,No,No,No,,"15,290","15,290",$42.00,$43.00,Full Service Gross,,"15,290","15,290","20,849",,,,,6-4-2019,,,,,Specific Date,2-1-2020,36.0,120.0,Yes,,NAI Hiffman,,,"152,520",Fairbridge Partners LLC,,,
2582,140705,444 N Wells St,444 North Wells,202,Chicago,Illinois,60654,Chicago,CBD,River North,,Office,Office,Creative,,A,,Existing,Direct,For Lease,,,,2nd,Yes,No,No,No,No,,"1,465","1,465",$33.19,$36.19,Modified Gross,,"1,465","1,465","2,112",,,,,4-26-2019,,,,,Specific Date,8-1-2019,,,Yes,,Urban Innovations,,,"56,741",Urban Innovations,,,
2586,140707,445 W Erie St,445 West Erie,106,Chicago,Illinois,60654,Chicago,CBD,River North,,Office,Office,Creative,,A,,Existing,Sublet,For Lease,,Spec,Excellent,1st,No,No,No,No,No,,"1,481","1,481",$24.25,$27.25,Full Service Gross,,"1,481","1,481","2,602",,,,,2-12-2019,,,,10-10-2019,Specific Date,,,,Yes,,Monarch Realty,,,"47,300",R2 Companies,,,
2597,335617,450 N Morgan St,450 Morgan,,Chicago,Illinois,60642,Chicago,CBD,River West,,Office,Office,Mixed-Use,,A,,Proposed Short-Term,Direct,For Lease,,,,1st,No,No,No,No,No,,"10,121","10,121",$29.49,$31.49,,,"10,121","40,743","10,910",$30.75,,,,5-8-2017,,7-1-2018,,12-1-2018,Specific Date,12-1-2019,0.0,0.0,No,,,,,"40,743",MAB Capital Management,,,
2605,555040,4545 N Ravenswood Ave,New Ravenswood Office Space,First Floor,Chicago,Illinois,60640,Chicago,Suburban,North Cook County,,Office,Office,Office,,A,,Existing,Direct,For Lease,,Raw Space,Excellent,1st,Yes,Yes,Yes,No,No,,"6,500","6,500",$22.50,$27.50,N,,"6,500","6,500","6,500",,,,,3-1-2019,,,,,Vacant,,60.0,120.0,No,,Seneca Real Estate Group,,,"24,700",Harmony Management,,,
2610,28998,455 Knightsbridge Pkwy,455 Knightsbridge,First Floor,Lincolnshire,Illinois,60069,Chicago,Suburban,North Lake County,,Office,Office,Office,,A,,Existing,Direct,For Lease,,,,1st,Yes,Yes,Yes,No,No,,"23,098","23,098",$44.20,$45.20,Full Service Gross,,"23,098","115,489","115,489",$14.95,,,,2-2-2016,,,,,Vacant,,,,Yes,,,,,"115,489",Van Vlissingen & Company,,,
2615,5243,455 N Cityfront Plaza Dr,NBC Tower,615,Chicago,Illinois,60611,Chicago,CBD,North Michigan Avenue,,Office,Office,Office,,A,,Existing,Direct,For Lease,,Partial Build-Out,,6th,Yes,Yes,No,No,No,,"2,240","2,240",$26.92,$28.92,Full Service Gross,,"2,240","2,240","22,902",$25.00,,,,2-21-2018,,,,,Vacant,,0.0,0.0,Yes,,,,,"896,770",Metropolis Investment Holdings,,,
2629,29011,475 Half Day Rd,Millbrook 475,140,Lincolnshire,Illinois,60069,Chicago,Suburban,North Lake County,,Office,Office,Office,,A,,Existing,Direct,For Lease,,,,1st,Yes,Yes,No,No,No,,"2,939","2,939",$26.50,$29.50,Full Service Gross,,"2,939","2,939","44,395",$13.50,,,,11-27-2017,,,,,Vacant,,,,Yes,,,,,"142,000",Millbrook Real Estate Company,,,
2635,29012,475 N Martingale Rd,475 North Martingale,280,Schaumburg,Illinois,60173,Chicago,Suburban,Northwest,Schaumburg,Office,Office,Office,,A,,Existing,Direct,For Lease,,,,2nd,Yes,No,No,No,No,,"2,859","2,859",$26.25,$31.25,NNN,,"2,859","2,859","19,934",$15.50,,,,9-12-2018,,,,,Specific Date,4-1-2019,0.0,0.0,Yes,,,,,"284,603",Lincoln Property Company,,,
2652,29022,485 E Half Day Rd,Millbrook 485,100,Buffalo Grove,Illinois,60089,Chicago,Suburban,North Lake County,,Office,Office,Office,,A,,Existing,Sublet,For Lease,,,,1st,No,No,No,No,Yes,,"5,000","18,829",$23.00,$27.00,Full Service Gross,,"18,829","18,829","29,199",$18.50,,,,9-4-2018,,,,12-1-2018,60 Days,,0.0,0.0,Yes,,,,,"139,088",Millbrook Real Estate Company,,,
2662,335630,488 N LaSalle St,488 N LaSalle,,Chicago,Illinois,60654,Chicago,CBD,River North,,Office,Office,Creative,,A,,Proposed Short-Term,Direct,For Lease,,,,1st,Yes,No,Yes,No,No,,"14,460","14,460",$25.10,$26.10,,,"14,460","135,236","135,236",$0.00,,,,1-8-2018,,,,,TBD,,0.0,0.0,No,,,,,"165,612",Midwest Property Group,,,
2671,29024,4885 Hoffman Blvd,Prairie Pointe Medical,,Hoffman Estates,Illinois,60192,Chicago,Suburban,Northwest,,Office,Office,Medical,,A,,Existing,Direct,For Lease,,,,1st,No,No,No,No,Yes,,800,"15,000",$25.00,$29.00,Modified Gross,,"15,000","15,000","30,000",$24.00,,,,8-29-2018,,,,5-22-2019,Vacant,,0.0,2.0,No,,CRE Investments,,,"65,000",Prairie Pointe Medical Office Center LLC,,,
2675,397420,4954 Oakton St,4954 Oakton,5006,Skokie,Illinois,60077,Chicago,Suburban,North Cook County,,Office,Office,Condo,,A,,Existing,Direct,For Sale,,,,1st,Yes,Yes,No,No,No,,850,850,$26.25,$31.25,,,850,850,850,$0.00,,,,6-30-2017,,,,,Vacant,,,,No,,,,,"84,940",Fred Kossari,,,
2676,29032,5 Revere Dr,One Northbrook Place,,Northbrook,Illinois,60062,Chicago,Suburban,North Cook County,,Office,Office,Office,,A,,Existing,Sublet,For Lease,,,,1st,No,No,No,No,No,,"7,397","7,397",$19.50,$23.50,Full Service Gross,,"7,397","7,397","13,954",$0.00,,,,8-4-2017,,,,5-19-2019,,,,,Yes,,JLL,,,"174,978",Fulcrum Asset Advisors,,,
2681,29033,5 Westbrook Corporate Ctr,Tower V,0,Westchester,Illinois,60154,Chicago,Suburban,Eastern East-West,,Office,Office,Office,,A,,Existing,Direct,,,,,0,Yes,Yes,No,No,No,,,"2,392",$46.00,$50.00,Full Service Gross,,,"2,392","8,095",,,,,6-24-2019,,,,,Vacant,,,,Yes,,,,,"216,096",Group RMC,,,
2688,29041,500 Lake Cook Rd,Corporate 500,,Deerfield,Illinois,60015,Chicago,Suburban,North Lake County,,Office,Office,Office,,A,,Existing,Sublet,For Lease,,Full Build-Out,,1st,No,No,No,No,No,,"14,070","14,070",36,$39.00,,,"14,070","14,070","7,967",,,,,3-28-2019,,,,9-1-2019,30 Days,,,,Yes,,Cushman & Wakefield,,,"158,096",Barings Real Estate Advisors,,,
2695,29044,500 Park Blvd,500 Park,100,Itasca,Illinois,60143,Chicago,Suburban,Northwest,,Office,Office,Office,,A,,Existing,Sublet,For Lease,,,,1st,No,No,No,No,No,,"3,776","3,776",41.5,$46.50,,,,,"23,689",,,,,3-27-2019,,,,4-27-2019,,,,,Yes,,Newmark Knight Frank,,,"450,614",Balfour Pacific,,,
2706,29046,500 Skokie Blvd,Combined Centre I,140,Northbrook,Illinois,60062,Chicago,Suburban,North Cook County,,Office,Office,Office,,A,,Existing,Direct,,,,,1,No,No,No,No,No,,,"1,389",$32.00,$35.00,Full Service Gross,,,"1,389","4,388",,,,,8-1-2018,,,,9-1-2018,Vacant,,,,Yes,,,,,"99,138",Fulcrum Asset Advisors,,,
2715,5319,500 W Madison St,Accenture Tower,550,Chicago,Illinois,60661,Chicago,CBD,West Loop,,Office,Office,Office,,A,,Existing,Direct,For Lease,,Spec,,5th,Yes,Yes,No,No,No,,"20,095","20,095",$29.37,$32.37,N,,"20,095","20,095","37,414",,,,,2-11-2019,,,,,Vacant,,,,Yes,,Cushman & Wakefield,,,"1,369,689",KBS Realty Advisors,30.0,30.0,
2751,5320,500 W Monroe St,500 West Monroe,,Chicago,Illinois,60661,Chicago,CBD,West Loop,,Office,Office,Office,,A,,Existing,Sublet,For Lease,,,,13th,Yes,No,No,No,No,,"28,555","28,555",25.6,$26.60,,,"28,555","28,555","28,555",,,,,1-23-2019,,,,,30 Days,,,,Yes,,CBRE,,,"966,317",Spear Capital Group,,,
2759,29056,510 Lake Cook Rd,Corporate 510,105,Deerfield,Illinois,60015,Chicago,Suburban,North Lake County,,Office,Office,Office,,A,,Existing,Direct,For Lease,,Partial Build-Out,,1st,No,No,No,No,No,,"5,525","5,525",$51.00,$53.00,N,,"18,352","18,352","12,827",,,,,12-20-2018,,,,4-14-2019,,,,,Yes,,Lincoln Property Company,,,"159,420",Barings Real Estate Advisors,,,
2766,29057,5100 River Rd,5100 River,,Schiller Park,Illinois,60176,Chicago,Suburban,O'Hare,,Office,Office,Office,,A,,Existing,Direct,For Lease,,Partial Build-Out,,4th,Yes,No,No,No,No,,"9,824","9,824",$40.00,$41.00,Full Service Gross,,"9,824","9,824","9,824",$16.00,,,,5-18-2018,,,,,30 Days,,0.0,0.0,Yes,,,,,"151,104",Colony Capital,,,
2769,5375,515 N State St,Five One Five,,Chicago,Illinois,60611,Chicago,CBD,North Michigan Avenue,,Office,Office,Office,,A,,Existing,Direct,For Lease,,,,3rd,No,No,Yes,No,No,,"24,203","24,203",$37.00,$39.00,N,,"24,203","24,203","164,453",$26.50,,,,12-29-2017,,,,7-4-2019,120 Days,,,,Yes,,Telos Group,,,"684,989",Beacon Capital Partners,,,
2798,29067,520 Lake Cook Rd,Corporate 520,150,Deerfield,Illinois,60015,Chicago,Suburban,North Lake County,,Office,Office,Office,,A,,Existing,Direct,For Lease,,,,1st,Yes,No,No,No,No,,"9,994","9,994",,$3.00,Full Service Gross,,"9,994","9,994","9,994",,,,,1-14-2019,,,,,Specific Date,1-1-2020,,,Yes,,Lincoln Property Company,,,"186,858",Barings Real Estate Advisors,,,
2804,29069,5202 Old Orchard Rd,Old Orchard Tower,N 150,Skokie,Illinois,60077,Chicago,Suburban,North Cook County,,Office,Office,Office,,A,,Existing,Direct,For Lease,,Partial Build-Out,,1st,Yes,No,No,No,No,,"3,544","3,544",$26.00,$29.00,N,,"3,544","3,544","25,383",$19.25,,,,8-26-2016,,,,,90 Days,,,,Yes,,,,,"168,049",Zeller Realty Group,,,
2814,29070,5215 Old Orchard Rd,5215 Old Orchard,410,Skokie,Illinois,60077,Chicago,Suburban,North Cook County,,Office,Office,Office,,A,,Existing,Direct,For Lease,,,,4th,Yes,Yes,No,No,No,,"3,594","3,594",$46.66,$50.66,Full Service Gross,,"3,594","3,594","5,415",$17.00,,,,4-20-2016,,,,,Vacant,,,,Yes,,,,,"209,625",Millbrook Real Estate Company,,,
2823,542030,525 E Congress Pkwy,Outpatient Center & Immediate Center,,Crystal Lake,Illinois,60014,Chicago,Suburban,Northwest,,Office,Office,Office,,A,,Existing,Direct,For Lease,,,,2nd,Yes,Yes,No,No,No,,"1,200","2,907",20,$24.00,,,"2,907","2,907","2,907",,,,,12-21-2018,,,,,Vacant,,,,No,,"Lillibridge Healthcare Services, Inc. affiliate",,,"67,000","Lillibridge Healthcare Services, Inc. affiliate",,,
2824,5405,525 W Monroe St,525 West Monroe,520,Chicago,Illinois,60661,Chicago,CBD,West Loop,,Office,Office,Office,,A,,Existing,Direct,For Lease,,,,5th,No,No,No,No,No,,"2,831","2,831",$26.92,$27.92,NNN,,,"2,831",0,,,,,11-14-2018,,,,2-18-2019,,,,,Yes,,Tishman Speyer,,,"904,000",Tishman Speyer,,,
2833,5406,525 W Van Buren St,Congress Center,320,Chicago,Illinois,60607,Chicago,CBD,West Loop,,Office,Office,Office,,A,,Existing,Direct,For Lease,,Partial Build-Out,,3rd,Yes,Yes,No,No,No,,"3,179","3,179",$22.00,$23.00,N,,"3,179","3,179","4,127",$24.50,,,,5-4-2011,,,,,Vacant,,,,Yes,,,,,"522,089",AEW Capital Management,,,
2844,29076,5250 Old Orchard Rd,Old Orchard South Tower,S150,Skokie,Illinois,60077,Chicago,Suburban,North Cook County,,Office,Office,Office,,A,,Existing,Direct,For Lease,,,,1st,Yes,Yes,No,No,No,,"1,146","1,146",$27.82,$32.82,N,,"1,146","1,146","19,608",$19.25,,,,8-26-2016,,,,,Vacant,,,,Yes,,,,,"167,918",Zeller Realty Group,,,
2850,29081,535 E Diehl Rd,Washington Pointe,111,Naperville,Illinois,60563,Chicago,Suburban,Western East-West,,Office,Office,Office,,A,,Existing,Direct,For Lease,,,,1st,Yes,No,No,No,No,,"10,078","10,078",$27.30,$31.30,Full Service Gross,,"10,078","10,078","10,078",,,,,12-7-2018,,,,,Specific Date,5-1-2019,,,Yes,,NAI Hiffman,,,"163,956",Valley Equity Group,,,
2851,29086,540 Lake Cook Rd,Corporate 540,120,Deerfield,Illinois,60015,Chicago,Suburban,North Lake County,,Office,Office,Office,,A,,Existing,Direct,For Lease,,Full Build-Out,,1st,No,No,No,No,No,,"3,049","3,049",$34.00,$35.00,N,,"3,049","3,049","6,330",$22.50,,,,2-24-2017,,,,2-9-2019,,,,,Yes,,Lincoln Property Company,,,"193,299",Barings Real Estate Advisors,,,
2855,5450,55 E Monroe St,55 East Monroe,1400,Chicago,Illinois,60603,Chicago,CBD,East Loop,,Office,Office,Office,,A,,Existing,Direct,For Lease,,,,14th,Yes,Yes,No,No,No,,"23,211","23,211",,$3.00,N,,"28,186","23,211","45,150",$17.75,,,,8-11-2015,,,,,Vacant,,,,Yes,,,,,"1,242,360",PGIM Real Estate,,,
2877,29105,55 Shuman Blvd,MetroWest,200,Naperville,Illinois,60563,Chicago,Suburban,Western East-West,,Office,Office,Office,,A,,Existing,Direct,For Lease,,,,2nd,No,No,No,No,No,,"4,413","4,413",$29.00,$32.00,NNN,,"4,413","19,056","11,866",$17.50,,,,9-2-2015,,,,3-19-2019,30 Days,,,,Yes,,Colliers International,,,"205,055",Equus Capital Partners,,,
2890,5458,550 W Adams St,USG Building,,Chicago,Illinois,60661,Chicago,CBD,West Loop,,Office,Office,Office,,A,,Existing,Sublet,For Lease,,,,2nd,Yes,Yes,No,No,Yes,,"9,665","12,222",$32.00,$35.00,Full Service Gross,,"12,222","12,222","55,068",,,,,3-7-2019,,,,,30 Days,,,,Yes,,Transwestern,,,"483,677",GLL Real Estate Partners,,,
2895,5459,550 W Jackson Blvd,550 West Jackson,,Chicago,Illinois,60661,Chicago,CBD,West Loop,,Office,Office,Office,,A,,Existing,Direct,,,,,2nd,No,Yes,No,No,No,,,"25,677",$30.83,$31.83,Full Service Gross,,,"25,677","27,721",,,,,12-18-2018,,,,1-1-2020,Vacant,,,,Yes,,,,,"405,000",The 601W Companies,,,
2905,5461,550 W Washington Blvd,550 West Washington,A,Chicago,Illinois,60661,Chicago,CBD,West Loop,,Office,Office,Office,,A,,Existing,Direct,For Lease,,,,1st,No,No,No,No,No,,"2,174","2,174",$49.00,$53.00,Modified Gross,,,,"24,670",,,,,8-6-2019,,,,9-6-2019,,,,,Yes,,Holly Duran Real Estate Partners LLC,,,"372,140",MetLife,,,
2917,29108,5500 Pearl St,5500 Pearl,,Rosemont,Illinois,60018,Chicago,Suburban,O'Hare,,Office,Office,Office,,A,,Existing,Direct,For Lease,,,,1st,Yes,Yes,No,No,No,,"29,790","29,790",$40.00,$42.00,Full Service Gross,,"29,790","29,790","35,547",,,,,3-15-2019,,,,,90 Days,,,,Yes,,Colliers International,,,"133,237",Middleton Properties,,,
2923,29120,555 Skokie Blvd,Combined Centre II,250,Northbrook,Illinois,60062,Chicago,Suburban,North Cook County,,Office,Office,Office,,A,,Existing,Sublet,For Lease,,Full Build-Out,Excellent,2nd,Yes,No,No,No,Yes,,150,"1,500",$40.00,$44.00,Full Service Gross,,"1,500","1,500","4,612",$0.00,,,,9-11-2018,,,,,30 Days,,0.0,0.0,Yes,,,,,"64,016",Fulcrum Asset Advisors,,,
2931,5477,555 W Monroe St,PepsiCo Tower,,Chicago,Illinois,60661,Chicago,CBD,West Loop,,Office,Office,Office,,A,,Existing,Direct,For Lease,,Full Build-Out,Needs Renovation,11th,Yes,No,No,No,No,,"26,212","26,212",$41.50,$43.50,NNN,,"26,212","26,212","26,212",$28.00,,,,7-27-2018,,9-1-2019,,,Specific Date,9-1-2019,0.0,0.0,Yes,,,,,"419,186",Principal Financial Group,,,
2938,5488,567 W Lake St,Chicago Transit Authority,,Chicago,Illinois,60661,Chicago,CBD,West Loop,,Office,Office,Condo,,A,,Existing,Direct,For Lease,,Full Build-Out,,1st,No,No,No,No,Yes,,"5,615","7,792",$26.84,$28.84,,,"7,792","7,792","7,000",$0.00,,,,2-1-2018,,,,1-1-2019,Vacant,,0.0,0.0,No,,,,,"406,000",Chicago Transit Authority,,,
2943,530328,57 Franklin St,,203,Valparaiso,Indiana,46383,Chicago,,Northwest Indiana,,Office,Office,Office,,A,,Existing,Direct,For Lease,,,,2nd,Yes,Yes,No,No,No,,"2,971","2,971",$47.11,$51.11,Full Service Gross,,,,0,,,,,11-12-2018,,,,,Vacant,,,,No,,The Hamstra Group Inc,,,"23,466",The Hamstra Group Inc,,,
2944,29139,5750 Old Orchard Rd,Harmswood Office Center,350,Skokie,Illinois,60077,Chicago,Suburban,North Cook County,,Office,Office,Office,,A,,Existing,Direct,For Lease,,Full Build-Out,,3rd,Yes,Yes,No,No,No,,914,914,,$2.00,N,,914,914,"3,807",$17.00,,,,8-27-2018,,,,,Vacant,,0.0,0.0,Yes,,,,,"90,000",KORE Group,,,
2949,335632,590 W Madison St,590 Madison,,Chicago,Illinois,60661,Chicago,CBD,West Loop,,Office,Office,Office,,A,,Proposed Long-Term,Direct,For Lease,,,,20th,Yes,No,No,No,No,,"26,000","26,000",$39.00,$41.00,,,"26,000","26,000","26,000",$0.00,,,,12-4-2017,,,,,TBD,,0.0,0.0,No,,,,,"1,200,000",Na Na,,,
2999,29146,6 Parkway N,Six Parkway North,,Deerfield,Illinois,60015,Chicago,Suburban,North Lake County,,Office,Office,Office,,A,,Existing,Direct,For Lease,,,,1st,No,No,No,No,No,,"18,451","18,451",$29.00,$34.00,Full Service Gross,,,"18,451",0,,,,,12-3-2018,,,,11-1-2019,Specific Date,12-1-2019,,,Yes,,Colliers International,,,"95,257",Fulcrum Asset Advisors,,,
3001,29153,600 N US Hwy 45,Innovation Park Lake County,West 100,Libertyville,Illinois,60048,Chicago,Suburban,North Lake County,,Office,Office,Office,,A,,Existing,Direct,,,,,1,No,No,No,No,No,,,"20,611",$45.75,$49.75,Full Service Gross,,,"20,611",0,,,,,11-11-2014,,,,4-1-2018,Vacant,,,,Yes,,,,,"966,091",BECO Management Inc.,,,
3019,541124,600 S Damen Ave,Office,,Chicago,Illinois,60612,Chicago,CBD,Far West Loop,,Office,Office,Office,,A,,Proposed Short-Term,Direct,For Lease,,,,1st,Yes,No,Yes,No,No,,"20,000","20,000",17,$20.00,Modified Gross,,"20,000","240,000","240,000",,,,,6-28-2019,,,,,Specific Date,10-1-2019,,,No,,CBRE,,,"240,000",Illinois Medical District Comm,,,
3031,29173,6133 N River Rd,Riverway East,120E,Rosemont,Illinois,60018,Chicago,Suburban,O'Hare,,Office,Office,Office,,A,,Existing,Direct,For Lease,,,,1st,Yes,Yes,No,No,No,,"3,641","3,641",$46.09,$49.09,Full Service Gross,,"3,641","3,641","23,841",$22.00,,,,3-13-2017,,,,,Vacant,,,,Yes,,,,,"284,241",Adventus Realty Trust,,,
